Title,Organization,Course_rating,Course_level,Course_certificate,Course_duration,Students_ratings,Web,Course_clases,Course_actual_price,Course_original_price,Course_price,Course_students_enrolled,Course_description
Sketching de personas con acuarela,Un curso de Marcus Penna,,,,,,Domestika,,,,"15,99€",1908.0,Aprende a dibujar personas desde cero empleando técnicas de ilustración con acuarela
Estrategias de storytelling para reels de Instagram,Un curso de Natasha Samuel,,,,,,Domestika,,,,"15,99€",1936.0,"Descubre estrategias de storytelling en Instagram y aprende a grabar, editar y compartir contenidos de video para aumentar tu audiencia e impulsar tu negocio"
Introducción al diseño gráfico minimalista,Un curso de Rafael Bernardo,,,,,,Domestika,,,,"23,99€",627.0,Entrena tu percepción y aprende a realizar diseños claros y expresivos a partir de formas básicas
Diseño de producto con espuma de poliuretano,Un curso de Matteo Pellegrino,,,,,,Domestika,,,,"18,99€",498.0,"Aprende a usar la espuma de poliuretano de dos componentes para construir objetos y muebles, desde el bocetado y coloreado hasta la aplicación de la espuma y su desmolde"
Bordado con materiales orgánicos alternativos,Un curso de Hillary Waters Fayle,,,,,,Domestika,,,,"21,99€",2707.0,Aprende un nuevo método de bordado con materiales poco convencionales para coser piezas únicas y sorprendentes
Ilustración de libros infantiles con Photoshop,Un curso de Eric Castleman,,,,,,Domestika,,,,"19,99€",429.0,Aprende a recrear técnicas de pintura tradicionales con herramientas digitales para crear ilustraciones llenas de colores y texturas
Lettering digital con toques analógicos,Un curso de Rafa Miguel // HUESO,,,,,,Domestika,,,,"14,99€",150.0,Aprende a diseñar composiciones tipográficas potentes en Procreate jugando con letras digitales y texturas analógicas
Introducción a la realización cinematográfica con smartphone,Un curso de Cassius Rayner,,,,,,Domestika,,,,"14,99€",3929.0,Aprende a realizar videos cinematográficos atractivos desde cero con iPhone o Android y cuenta una historia con tu smartphone
Técnicas de bordado para motivos florales en fieltro,Un curso de Defne Güntürkün,,,,,,Domestika,,,,"15,99€",1150.0,"Aprende a crear con fieltro parches únicos de patrones florales explorando técnicas de bordado, composición y color"
Bordado freestyle sobre tul para principiantes,Un curso de Ignacia Jullian,,,,,,Domestika,,,,"15,99€",2947.0,Aprende a hacer realidad tu propio diseño sobre tul y todas las posibilidades que ofrece este material para después integrarlo en el soporte que prefieras
Volumen y textura en Cinema 4D: transforma un objeto,Un curso de Marius Visual Arts,,,,,,Domestika,,,,"15,99€",282.0,Vuelve a tu yo de la infancia mientras aprendes a modelar un divertido objeto pop en 3D con Cinema 4D y OctaneRender
Diseño editorial: cómo crear una revista,Un curso de Lars Harmsen,,,,,,Domestika,,,,"17,99€",2221.0,"Descubre el proceso de creación de una revista junto con el fundador y editor de Slanted Publishers, mientras exploras el diseño, color y tipografía"
Producción audiovisual publicitaria para redes sociales desde cero,Un curso de Ojo Con Oscar,,,,,,Domestika,,,,"18,99€",1494.0,"Aprende a crear material audiovisual de alto impacto con recursos a tu alcance, ya sea para tu perfil personal o para promocionar una marca"
Diseño gráfico para marcas: crea soluciones visuales desde cero,Un curso de SHN,,,,,,Domestika,,,,"21,99€",110.0,"Aprende a crear una serie de piezas gráficas a partir de un icono universal y transforma una marca de manera creativa, desde el brief hasta la aplicación final"
Diseño y encuadernación de fotolibros,Un curso de Roberta Donatini,,,,,,Domestika,,,,"21,99€",1044.0,"Aprende a crear un fotolibro, desde la selección de imágenes, formato y diseño hasta la elección del papel y la encuadernación de la maqueta"
Introducción a la animación de fotos con Photoshop y After Effects,Un curso de Andrei Franz Mallmann,,,,,,Domestika,,,,"21,99€",1368.0,Aprende técnicas para dar vida a tus imágenes y crear efectos sorprendentes con Photoshop y After Effects
Creación de lámparas colgantes tejidas,Un curso de Julie Robert,,,,,,Domestika,,,,"18,99€",381.0,Aprende a crear una lámpara contemporánea de forma circular tejida con cuerdas gruesas y lana mechada
Retratos de mascotas: técnicas para bordar pelaje,Un curso de Santo Cielo,,,,,,Domestika,,,,"19,99€",1043.0,Aprende técnicas de bordado para recrear el pelaje y aportar textura a tus retratos realistas de animales
Creación de bisutería de papel con técnicas de origami,Un curso de Mayumi Fukuda,,,,,,Domestika,,,,"18,99€",3771.0,Aprende a crear accesorios delicados y resistentes al agua con técnicas japonesas tradicionales de papiroflexia y motivos pintados a mano
Cómic autobiográfico para ilustrar tus experiencias,Un curso de Alec Longstreth,,,,,,Domestika,,,,"21,99€",1442.0,"Aprende a escribir, dibujar y entintar un cómic basado en tus experiencias personales, desde la idea original a la página final"
Ilustración digital de personajes manga,Un curso de Catalina Carlesi,,,,,,Domestika,,,,"16,99€",8612.0,Aprende a utilizar herramientas digitales para dar vida a protagonistas llenos de detalles y expresividad
Ilustración retrofuturista con Procreate,Un curso de Ada Zielinska,,,,,,Domestika,,,,"21,99€",3044.0,"Explora composición, colores, contraste y texturas para crear ilustraciones futuristas de inspiración retro"
Retratos artísticos: explora la edición fotográfica digital,Un curso de Andres Marti,,,,,,Domestika,,,,"15,99€",651.0,Explora el collage y técnicas digitales para transformar tus imágenes en retratos artísticos únicos con Photoshop y Camera Raw
Amigurumis: personas tejidas a crochet,Un curso de Lhylaraña,,,,,,Domestika,,,,"14,99€",11327.0,Aprende a tejer amigurumis con forma humana a partir de un mismo cuerpo base y retrata a quien tú quieras con hilo y aguja
Madera como material textil: crea piezas en 3D,Un curso de Tesler + Mendelovitch,,,,,,Domestika,,,,"21,99€",4189.0,"Aprende a convertir la madera en un material textil a partir de medir, cortar y unir chapas flexibles para crear estructuras con volumen"
Impresión 3D para joyería y accesorios,Un curso de María Romero Laspiur,,,,,,Domestika,,,,"15,99€",1073.0,Iníciate en el mundo de la impresión 3D y convierte tus diseños en complementos originales llenos de color y textura
Ilustración digital con técnicas japonesas de pintura con tinta,Un curso de Yohey Horishita,,,,,,Domestika,,,,"21,99€",882.0,"Descubre la ilustración ""tradigital"" y combina técnicas tradicionales con herramientas digitales para crear obras contemporáneas inspiradas en motivos japoneses"
Lettering manual retro: abraza la imperfección,Un curso de Jay Roeder,,,,,,Domestika,,,,"19,99€",813.0,"Aprende técnicas de lettering manual para crear composiciones originales de palabras, letras y frases que reflejen tu estilo personal"
Técnicas de gouache para ilustración,Un curso de Emma Block,,,,,,Domestika,,,,"18,99€",7845.0,"Aprende a pintar con gouache y explora diferentes colores, texturas y pinceladas utilizando tu sketchbook como lienzo"
Personajes fantásticos con tinta y acuarela,Un curso de Chuma Hill,,,,,,Domestika,,,,"18,99€",878.0,"Aprende a ilustrar personajes increíbles con volumen, textura, movimiento y mucho color, usando técnicas como las acuarelas, tinta, lápices o tramas"
Diseño de colecciones cerámicas mediante moldeo por colada,Un curso de Avi Ben Shoshan,,,,,,Domestika,,,,"21,99€",1011.0,"Diseña moldes sencillos pero versátiles con los que crear tu propia colección cerámica usando el design thinking, el colado en molde y técnicas de color"
Ilustración manga con Procreate,Un curso de Liya,,,,,,Domestika,,,,"15,99€",4669.0,"Aprende a ilustrar escenas ambientales con elementos manga desde cero, desde la composición y el diseño de personajes hasta el line art y el sombreado"
Bordado con pedrería: crea accesorios para el pelo,Un curso de MULATT,,,,,,Domestika,,,,"15,99€",3430.0,Aprende técnicas de bordado manual con pedrería y diseña piezas llenas de brillo y personalidad para decorar tu cabello
Fotografía urbana de viajes para Instagram,Un curso de Elaine Li,,,,,,Domestika,,,,"15,99€",1912.0,Aprende a capturar la esencia de tus viajes explorando técnicas de fotografía nocturna y diurna para generar conexiones auténticas con tus seguidores
Bordado en doble bastidor con puntadas en relieve,Un curso de Señorita Lylo,,,,,,Domestika,,,,"15,99€",939.0,Aprende técnicas avanzadas para crear puntadas con volumen y deja volar tu imaginación con el hilo y la aguja
Introducción a la fotografía gastronómica con luz natural,Un curso de Adrian Mueller,,,,,,Domestika,,,,"15,99€",1190.0,"Aprende a capturar imágenes atractivas de alimentos con luz directa e indirecta, explorando las técnicas de composición, iluminación y edición"
Pintura digital de personajes en Photoshop,Un curso de Fernanda Suarez,,,,,,Domestika,,,,"18,99€",2901.0,"Aprende técnicas de pintura digital para crear detallados retratos de personajes y explora elementos como pinceles, colores, valores o diseño"
Diseño de emblemas a través del lettering,Un curso de Germán Rodríguez,,,,,,Domestika,,,,"23,99€",215.0,"Aprende el método para crear insignias autopromocionales y sus variaciones con técnicas como el mind map o lettering, desde la idea hasta su aplicación final"
CRO: optimiza un e-commerce,Un curso de Jorge Hernández Losa,,,,,,Domestika,,,,"15,99€",366.0,Aprende técnicas para potenciar la conversión de una tienda online y aumenta sus ventas y suscriptores
Dibujo a mano alzada con acrílico y acuarela,Un curso de Mokshini,,,,,,Domestika,,,,"19,99€",816.0,"Aprende a dibujar a partir de la observación y llena tus ilustraciones de color, luz y textura utilizando diferentes técnicas de pintura"
Diseño de lámparas en macramé,Un curso de Daniela Navas,,,,,,Domestika,,,,"21,99€",2220.0,"Aprende técnicas, nudos y patrones para elaborar lámparas que decoren cualquier espacio"
Introducción a VFX en Maya y After Effects,Un curso de John Bashyam,,,,,,Domestika,,,,"18,99€",590.0,Aprende a producir efectos especiales de principio a fin y crea un video realista con elementos surrealistas renderizando y componiendo secuencias de acción en vivo
Ilustración: encuentra tu estilo distintivo,Un curso de Vidam,,,,,,Domestika,,,,"23,99€",170.0,Aprende cómo observar e interpretar animales para crear ilustraciones experimentales que combinen técnicas digitales y analógicas
Creación de sellos para composiciones ilustradas,Un curso de Viktoria Åström,,,,,,Domestika,,,,"19,99€",1810.0,"Aprende a tallar a mano una colección de sellos de caucho e imprime varias composiciones, desde ilustraciones a sencillos motivos y patrones"
Creación de campañas de branded content,Un curso de Leo Farfán,,,,,,Domestika,,,,"19,99€",423.0,Aprende a diseñar contenido relevante y no invasivo vinculado a marcas y crea tu primera campaña de branded content
Técnicas de acuarela para portadas de cómic,Un curso de Tony Moy,,,,,,Domestika,,,,"15,99€",578.0,Aprende a pintar portadas de cómic dinámicas y atractivas con acuarela y dales vida a través de la posproducción digital
Diseño con papel maché: experimenta con luz y color,Un curso de Marco Zavagno,,,,,,Domestika,,,,"21,99€",1058.0,"Aprende a utilizar el cartón para convertir tus ideas en formas tridimensionales y juega con el papel maché, la luz y el color"
Pintura digital en Photoshop: aprende los secretos de la luz y el color,Un curso de Paulo Torinno,,,,,,Domestika,,,,"15,99€",908.0,Explora el potencial del color y la luz para pintar escenas impactantes en Adobe Photoshop
Diseño de amigurumis: crea personajes de crochet,Un curso de Elisa Ems-Domenig,,,,,,Domestika,,,,"21,99€",3044.0,Aprende cómo tejer paso a paso animales divertidos con un solo hilo y crea diseños que reflejen tu personalidad
Iluminación profesional para fotografía de estudio,Un curso de Scott McDermott,,,,,,Domestika,,,,"15,99€",3232.0,Aprende las bases de la iluminación y practica con una variedad de fuentes y configuraciones que lleven tus sesiones de fotos a otro nivel
"Ilustración textil con acrílico, fieltro y bordado",Un curso de Juanamatú (Katerin J Gómez),,,,,,Domestika,,,,"21,99€",461.0,"Aprende a crear ilustraciones únicas con técnicas mixtas, desde pintar con acrílico sobre tela y fieltrar con lana, hasta rematar todo con bordado"
Estrategias de TikTok para principiantes,Un curso de Molly McGlew,,,,,,Domestika,,,,"15,99€",1907.0,Aprende a entender el algoritmo de TikTok para desarrollar estrategias de contenido y métricas que te permitan ampliar tu comunidad en la plataforma
Ilustración de animales fantásticos en Procreate,Un curso de Julia Körner,,,,,,Domestika,,,,"21,99€",3989.0,"Usa la magia de Procreate para dar vida a personajes fantásticos mediante ilustraciones llamativas que reflejen poses, accesorios, colores e iluminación"
Impresión DIY de portadas de discos y chapas,Un curso de Paolo Proserpio,,,,,,Domestika,,,,"14,99€",170.0,"Aprende técnicas de impresión DIY, como la térmica o la transfer, y crea gráficas para chapas y discos de grupos con Photoshop e Illustrator"
Fotografía de viajes con smartphone para principiantes,Un curso de Dan Tom,,,,,,Domestika,,,,"14,99€",9012.0,"Descubre los principios de composición, iluminación y retoque en fotografía y aprende a tomar imágenes impactantes usando tan solo tu teléfono"
