,course_title,course_organization,course_price,course_students_enrolled,course_description,course_Certificate_type,course_difficulty,course_rating
882,Técnicas profesionales de ilustración: del boceto al acabado vectorial,Un curso de Profe,"21,99€",585,Aprende a usar la cera de joyería para crear moldes de accesorios únicos listos para el vaciado del metal,,,
883,Introducción al drapeado: crea prendas de mujer personalizadas,Un curso de Reagen Evans,"15,99€",6633,Iníciate en las técnicas de crochet para crear amigurumis y da vida a una muñeca con estilo romántico que despierte nostalgia y emoción,,,
884,Escenas atmosféricas en Procreate: pinta con colores y luces,Un curso de Ramona Wultschner,"14,99€",17439,Aprende a dibujar la figura humana a carboncillo mediante el uso de técnicas de bocetado y crea un retrato de cuerpo entero con todo detalle,,,
885,Introducción al crochet: amigurumis inspirados en alimentos,Un curso de Laetitia Dalbies,"21,99€",1613,Descubre los fundamentos del branding y aprende a posicionar tu marca como un referente en el sector para captar a los clientes que buscas,,,
886,Relatos de ficción basados en hechos reales,Un curso de Lola Larra,"21,99€",545,"Aprende a fotografiar personas con una nueva perspectiva y descubre técnicas creativas para imágenes abstractas, desde el concepto hasta la edición.",,,
887,Identidad creativa de marca: cómo las ideas encuentran su espacio,Un curso de Marina Willer,"15,99€",3174,Aprende a utilizar métodos y herramientas de orfebrería para crear tu propia colección de joyas en plata con piedras engastadas,,,
888,Fundamentos de la fotografía urbana: explora y captura,Un curso de Joerg Nicht,"18,99€",660,Aprende a crear ilustraciones combinando el encanto y las texturas de las técnicas analógicas con la funcionalidad de la pintura digital,,,
889,Dirección creativa: usa el storytelling para presentar y vender ideas,Un curso de Ray Smiling,"21,99€",5510,Aprende a dar vida a tus ideas de diseño creando desde cero esculturas originales y versátiles con bloques de LEGO,,,
890,Creación de personajes ilustrados con papel,Un curso de Estrellita Caracol,"21,99€",1897,"Aprende a desarrollar la creación y el lanzamiento de un cuento infantil paso a paso, desde la idea inicial hasta el plan de publicación",,,
891,Cerámica con estampado floral: crea una vajilla funcional,Un curso de Hessa Al Ajmani,"15,99€",2500,Descubre la herramienta más potente y eficiente para diseñar de manera colaborativa y aprende a crear interfaces interactivas desde cero,,,
892,Técnicas expresivas con pintura al óleo,Un curso de Ana Laso Baeza,"18,99€",318,"Aprende a transformar narrativas cotidianas en obras de arte digitales mediante el uso del color, las líneas, las capas y la luz",,,
893,Creación de pósteres ilustrados para interiores,Un curso de Adriana Quezada,"15,99€",288,Descubre la animación con Tagtool de Apple y da vida a escenarios y personajes para espectáculos y proyecciones en vivo,,,
894,Creación de productos para competir en premios de diseño,Un curso de Yonoh Studio,"15,99€",731,Aprende a crear tu propio muñeco y descubre cómo generar fotografías y videos para las redes sociales que te ayuden a dotarlo de personalidad,,,
895,Introducción al arte islámico: crea patrones biomórficos,Un curso de Esra Alhamal,"21,99€",4770,Aprende a utilizar la creatividad como herramienta clave para solucionar los retos diarios de tu proceso de emprendimiento y haz realidad tu idea de negocio,,,
896,Diseño de interiores: desarrolla tu estilo propio,Un curso de Charlotte Beevor,"15,99€",533,Combina la pintura ancestral de tinta japonesa con técnicas contemporáneas y crea ilustraciones expresivas ricas en colores y texturas sutiles,,,
897,Edición fotográfica por lote en Lightroom Classic,Un curso de Ana Herrera (AHR Photos),"23,99€",659,"Transforma tu idea en un manuscrito llamativo listo para enviar a las editoriales mediante el análisis del ritmo, los personajes, la perspectiva y la revisión",,,
898,Organización de agenda: gestiona tu tiempo y energía,Un curso de Hanoi Morillo,"15,99€",32114,"Aprende a generar todo tipo de recursos gráficos y sistemas de identidad visual basándote en formas geométricas puras como el círculo, el cuadrado y el triángulo",,,
899,Diseño de portadas de libros: del concepto a la creación,Un curso de Faride Mereb,"15,99€",660,Aprende a crear stickers inspirados en iconos del entretenimiento y de la cultura pop y conviértelos en GIF listos para compartir en las redes sociales,,,
900,Diseño de producto: cuenta una historia con tus piezas,Un curso de Fango (Francisco Jaramillo),"15,99€",286,Aprende a crear una narrativa visual utilizando la fotografía como herramienta de storytelling y muestra la esencia única de cada lugar en tus imágenes,,,
901,Macramé para entrelazar historias,Un curso de Laura Bossi - Shambaloo,"18,99€",785,Haz crecer tu negocio online e impulsa tus campañas de captación con la experiencia de dos exempleados de Google y Facebook,,,
902,Ilustración con marcadores: encuentra tu estilo,Un curso de Caio Yo,"23,99€",1743,Aprende cómo vincular un texto con tus propias vivencias a través de una imagen y descubre nuevos caminos para construir tu obra artística,,,
903,Introducción al service design: mejora la experiencia del usuario,Un curso de Gabriela Salinas,"23,99€",1531,Aprende cómo realizar acolchados modernos con patchwork y descubre la improvisación con métodos sin patrón establecido,,,
904,Introducción a la producción musical,Un curso de Nicolas Astegiano,"18,99€",16559,Aprende a crear logotipos de manera simple y creativa jugando con la síntesis de ideas y los trazos gruesos,,,
905,El arte de la comunicación: presenta frente a una cámara,Un curso de Domingas Person,"14,99€",7078,"Aprende a contar historias inspiradoras de la vida real explorando técnicas creativas de rodaje y edición, desde la estructura inicial hasta el vídeo final",,,
906,Crochet: diseña prendas y patrones con tejido circular,Un curso de Estefa González,"15,99€",7906,Descubre las bases de las relaciones públicas para una marca personal y utilízalas para crear un plan de acción que promueva tus servicios e impulse tus ventas,,,
907,Retoque creativo en Photoshop: crea imágenes asombrosas,Un curso de Ramon Saroldi,"18,99€",2209,Aprende a transformar una idea inicial para un libro en una trama física llena de escenas y diferentes versiones de la historia,,,
908,Espacio e información: combina diseño gráfico y arquitectura,Un curso de Ruedi Baur,"21,99€",884,Aprende diferentes métodos para diseñar letras digitalmente y darles personalidad al son de tu música favorita,,,
909,Diario visual creativo: aprende a dibujar tu vida,Un curso de Pepita Sandwich,"18,99€",2580,Aprende a crear una secuencia de apertura llamativa para películas o series editando imágenes y layouts en Photoshop y dándoles vida en After Effects,,,
910,Lettering vintage: crea composiciones desde cero,Un curso de Mark van Leeuwen,"23,99€",807,Aprende a traducir tus experiencias de vida en composiciones visuales y conviértete en el protagonista de tus historias ilustradas,,,
911,Estrategias de negocio para creativos: vende tus ideas,Un curso de Sophia Tran,"23,99€",397,Aprende técnicas de composición e iluminación para crear imágenes que cuenten historias visuales increíbles y despierten la emoción de quien las observa,,,
912,Dibujo de personajes desde cero: retrata rostros y figuras,Un curso de Laura Pérez,"14,99€",6852,"Viaja en el tiempo y aprende a revivir el aire funk en tus letras, jugando con líneas onduladas, proporciones exageradas y trazos con mucho contraste",,,
913,Creación de vidrieras con flores prensadas,Un curso de Molly Jackson,"15,99€",1952,"Descubre las bases de la serigrafía, la composición y el color para desarrollar patterns originales y transformarlos en papel pintado",,,
914,Fotografía de alimentos: crea tomas en movimiento,Un curso de Lucia Marecak,"15,99€",2244,Aprende a usar imaginarios poéticos como medio de expresión gráfica y dibuja el vínculo entre lo femenino y la naturaleza,,,
915,Diseño gráfico minimalista para grandes ideas,Un curso de Julian Montague,"15,99€",2016,"Aprende a seleccionar, combinar y estilizar las fuentes idóneas para títulos, subtítulos y textos largos y a diagramar el contenido de las publicaciones",,,
916,Introducción al performance marketing,Un curso de Felipe Vallejos,"21,99€",631,Aprende a usar Figma para diseñar un prototipo de web ecommerce que favorezca la experiencia de usuario y puedas compartir con desarrolladores,,,
917,Técnicas de desbloqueo creativo: crea un cuaderno para imaginar,Un curso de Raúl Nieto Guridi,"24,99€",1762,Descubre el funcionamiento de la industria de la publicidad y aprende a desarrollar conceptos potentes y propuestas creativas que provoquen impacto en tu audiencia,,,
918,Escritura de una novela policial,Un curso de Charlie Becerra,"15,99€",1526,Aprende a contar una historia a través de fotografías de moda ingeniosas y efectivas hechas con los recursos que tienes a mano,,,
919,Introducción a la pintura sobre seda: crea piezas únicas,Un curso de Sokina Guillemot,"23,99€",941,Combina la moda y el retrato para crear ilustraciones únicas llenas de textura y personalidad empleando técnicas analógicas y digitales,,,
920,Diseño de periódicos: da vida a historias,Un curso de Harry Hepburn,"15,99€",518,"Descubre el proceso de saponificación en frío y decora jabones coloridos con motivos únicos, respetuosos con la piel y con el medio ambiente",,,
921,Animales ilustrados llenos de vida y color con Photoshop,Un curso de Gareth Lucas,"15,99€",1295,Aprende a pintar escenas de ensueño llenas de detalles explorando una combinación de técnicas de ilustración con acuarela y gouache,,,
922,Diseño de interiores: crea conceptos creativos,Un curso de WANNA,"21,99€",1079,"Aprende a planificar, crear y editar un proyecto fotográfico de larga duración para contar una historia a través de una serie de imágenes",,,
923,Creación de un plan editorial mensual para Instagram,Un curso de Adele Chiabodo,"19,99€",4923,Aprende a diseñar experiencias inmersivas que maximicen los atributos de un entorno para que los visitantes se lleven mucho más que un recuerdo,,,
924,Diseño de muebles con impresión 3D y madera,Un curso de Alexandre Chappel,"23,99€",1504,Aprende técnicas de mezcla en formato analógico y únete a la misión de preservar el arte de los vinilos para siempre,,,
925,Tatuaje artístico full color,Un curso de Molina Tattoo,"23,99€",5229,"Aprende a conceptualizar y desarrollar aplicaciones atractivas desde cero explorando los principios del diseño, la psicología, la experiencia del usuario y la marca",,,
926,Paisajes en acuarela: técnicas y herramientas experimentales,Un curso de Christian Koivumaa,"21,99€",4023,Descubre el arte único de la marquetería para crear objetos sorprendentes y realiza un cuadro inspirado en la jungla en varios soportes,,,
927,Dibujo de paisajes con pasteles grasos: juega con la luz,Un curso de Clara Debray,"21,99€",2153,"Aprende a usar el poder de Instagram para aumentar la visibilidad de una marca, explorando desde herramientas y métricas hasta la creación de contenido y campañas publicitarias",,,
928,Retratos bordados sobre tul,Un curso de Elo (Saturno Rosa),"19,99€",1261,Llena de vida y color tu hogar dibujando con pintura acrílica sobre distintos objetos de madera que podrás utilizar en tu día a día,,,
929,Diseño de ampliación de vivienda: transforma un espacio habitable,Un curso de nimtim architects,"17,99€",398,Explora el arte de la visualización de datos y aprende a transformarlos en infografías atractivas y fáciles de leer,,,
